bool done,bool enable,int range_max,int range_min,bool rst_n,int sequence_value,int start_value,int step
0,1,34,-81,1,-79,19,-2
0,1,34,-81,1,-81,19,-2
0,1,34,-81,1,-83,19,-2
1,0,34,-81,1,-83,19,-2
0,0,34,-81,0,0,19,-2
0,0,34,-81,0,0,19,-2
0,0,34,-81,1,0,19,-2
0,1,-32,-64,1,0,-35,6
0,1,-32,-64,1,0,-35,6
0,1,-32,-64,1,-35,-35,6
0,1,-32,-64,1,-29,-35,6
1,0,-32,-64,1,-29,-35,6
0,0,-32,-64,0,0,-35,6
0,0,-32,-64,0,0,-35,6
0,0,-32,-64,1,0,-35,6
0,1,5,-93,1,0,-60,-4
0,1,5,-93,1,0,-60,-4
0,1,5,-93,1,-60,-60,-4
0,1,5,-93,1,-64,-60,-4
0,1,5,-93,1,-68,-60,-4
0,1,5,-93,1,-72,-60,-4
0,1,5,-93,1,-76,-60,-4
0,1,5,-93,1,-80,-60,-4
0,1,5,-93,1,-84,-60,-4
0,1,5,-93,1,-88,-60,-4
0,1,5,-93,1,-92,-60,-4
0,1,5,-93,1,-96,-60,-4
1,0,5,-93,1,-96,-60,-4
0,0,5,-93,0,0,-60,-4
0,0,5,-93,0,0,-60,-4
0,0,5,-93,1,0,-60,-4
0,1,30,-44,1,0,-20,-9
0,1,30,-44,1,0,-20,-9
0,1,30,-44,1,-20,-20,-9
0,1,30,-44,1,-29,-20,-9
0,1,30,-44,1,-38,-20,-9
0,1,30,-44,1,-47,-20,-9
1,0,30,-44,1,-47,-20,-9
0,0,30,-44,0,0,-20,-9
0,0,30,-44,0,0,-20,-9
0,0,30,-44,1,0,-20,-9
0,1,-78,-88,1,0,-82,-9
0,1,-78,-88,1,0,-82,-9
0,1,-78,-88,1,-82,-82,-9
0,1,-78,-88,1,-91,-82,-9
1,0,-78,-88,1,-91,-82,-9
0,0,-78,-88,0,0,-82,-9
0,0,-78,-88,0,0,-82,-9
0,0,-78,-88,1,0,-82,-9
0,1,26,-67,1,0,24,-1
0,1,26,-67,1,0,24,-1
0,1,26,-67,1,24,24,-1
0,1,26,-67,1,23,24,-1
0,1,26,-67,1,22,24,-1
0,1,26,-67,1,21,24,-1
0,1,26,-67,1,20,24,-1
0,1,26,-67,1,19,24,-1
0,1,26,-67,1,18,24,-1
0,1,26,-67,1,17,24,-1
0,1,26,-67,1,16,24,-1
0,1,26,-67,1,15,24,-1
0,1,26,-67,1,14,24,-1
0,1,26,-67,1,13,24,-1
0,1,26,-67,1,12,24,-1
0,1,26,-67,1,11,24,-1
0,1,26,-67,1,10,24,-1
0,1,26,-67,1,9,24,-1
0,1,26,-67,1,8,24,-1
0,1,26,-67,1,7,24,-1
0,1,26,-67,1,6,24,-1
0,1,26,-67,1,5,24,-1
0,1,26,-67,1,4,24,-1
0,1,26,-67,1,3,24,-1
0,1,26,-67,1,2,24,-1
0,1,26,-67,1,1,24,-1
0,1,26,-67,1,0,24,-1
0,1,26,-67,1,-1,24,-1
0,1,26,-67,1,-2,24,-1
0,1,26,-67,1,-3,24,-1
0,1,26,-67,1,-4,24,-1
0,1,26,-67,1,-5,24,-1
0,1,26,-67,1,-6,24,-1
0,1,26,-67,1,-7,24,-1
0,1,26,-67,1,-8,24,-1
0,1,26,-67,1,-9,24,-1
0,1,26,-67,1,-10,24,-1
0,1,26,-67,1,-11,24,-1
0,1,26,-67,1,-12,24,-1
0,1,26,-67,1,-13,24,-1
0,1,26,-67,1,-14,24,-1
0,1,26,-67,1,-15,24,-1
0,1,26,-67,1,-16,24,-1
0,1,26,-67,1,-17,24,-1
0,1,26,-67,1,-18,24,-1
0,1,26,-67,1,-19,24,-1
0,1,26,-67,1,-20,24,-1
0,1,26,-67,1,-21,24,-1
0,1,26,-67,1,-22,24,-1
0,1,26,-67,1,-23,24,-1
0,1,26,-67,1,-24,24,-1
0,1,26,-67,1,-25,24,-1
0,1,26,-67,1,-26,24,-1
0,1,26,-67,1,-27,24,-1
0,1,26,-67,1,-28,24,-1
0,1,26,-67,1,-29,24,-1
0,1,26,-67,1,-30,24,-1
0,1,26,-67,1,-31,24,-1
0,1,26,-67,1,-32,24,-1
0,1,26,-67,1,-33,24,-1
0,1,26,-67,1,-34,24,-1
0,1,26,-67,1,-35,24,-1
0,1,26,-67,1,-36,24,-1
0,1,26,-67,1,-37,24,-1
0,1,26,-67,1,-38,24,-1
0,1,26,-67,1,-39,24,-1
0,1,26,-67,1,-40,24,-1
0,1,26,-67,1,-41,24,-1
0,1,26,-67,1,-42,24,-1
0,1,26,-67,1,-43,24,-1
0,1,26,-67,1,-44,24,-1
0,1,26,-67,1,-45,24,-1
0,1,26,-67,1,-46,24,-1
0,1,26,-67,1,-47,24,-1
0,1,26,-67,1,-48,24,-1
0,1,26,-67,1,-49,24,-1
0,1,26,-67,1,-50,24,-1
0,1,26,-67,1,-51,24,-1
0,1,26,-67,1,-52,24,-1
0,1,26,-67,1,-53,24,-1
0,1,26,-67,1,-54,24,-1
0,1,26,-67,1,-55,24,-1
0,1,26,-67,1,-56,24,-1
0,1,26,-67,1,-57,24,-1
0,1,26,-67,1,-58,24,-1
0,1,26,-67,1,-59,24,-1
0,1,26,-67,1,-60,24,-1
0,1,26,-67,1,-61,24,-1
0,1,26,-67,1,-62,24,-1
0,1,26,-67,1,-63,24,-1
0,1,26,-67,1,-64,24,-1
0,1,26,-67,1,-65,24,-1
0,1,26,-67,1,-66,24,-1
0,1,26,-67,1,-67,24,-1
0,1,26,-67,1,-68,24,-1
1,0,26,-67,1,-68,24,-1
0,0,26,-67,0,0,24,-1
0,0,26,-67,0,0,24,-1
0,0,26,-67,1,0,24,-1
0,1,95,-88,1,0,90,2
0,1,95,-88,1,0,90,2
0,1,95,-88,1,90,90,2
0,1,95,-88,1,92,90,2
0,1,95,-88,1,94,90,2
0,1,95,-88,1,96,90,2
1,0,95,-88,1,96,90,2
0,0,95,-88,0,0,90,2
0,0,95,-88,0,0,90,2
0,0,95,-88,1,0,90,2
0,1,-23,-34,1,0,-24,-10
0,1,-23,-34,1,0,-24,-10
0,1,-23,-34,1,-24,-24,-10
0,1,-23,-34,1,-34,-24,-10
0,1,-23,-34,1,-44,-24,-10
1,0,-23,-34,1,-44,-24,-10
0,0,-23,-34,0,0,-24,-10
0,0,-23,-34,0,0,-24,-10
0,0,-23,-34,1,0,-24,-10
0,1,93,-13,1,0,49,5
0,1,93,-13,1,0,49,5
0,1,93,-13,1,49,49,5
0,1,93,-13,1,54,49,5
0,1,93,-13,1,59,49,5
0,1,93,-13,1,64,49,5
0,1,93,-13,1,69,49,5
0,1,93,-13,1,74,49,5
0,1,93,-13,1,79,49,5
0,1,93,-13,1,84,49,5
0,1,93,-13,1,89,49,5
0,1,93,-13,1,94,49,5
1,0,93,-13,1,94,49,5
0,0,93,-13,0,0,49,5
0,0,93,-13,0,0,49,5
0,0,93,-13,1,0,49,5
0,1,77,-37,1,0,26,8
0,1,77,-37,1,0,26,8
0,1,77,-37,1,26,26,8
0,1,77,-37,1,34,26,8
0,1,77,-37,1,42,26,8
0,1,77,-37,1,50,26,8
0,1,77,-37,1,58,26,8
0,1,77,-37,1,66,26,8
0,1,77,-37,1,74,26,8
0,1,77,-37,1,82,26,8
1,0,77,-37,1,82,26,8
0,0,77,-37,0,0,26,8
0,0,77,-37,0,0,26,8
0,0,77,-37,1,0,26,8
0,1,64,-28,1,0,2,4
0,1,64,-28,1,0,2,4
0,1,64,-28,1,2,2,4
0,1,64,-28,1,6,2,4
0,1,64,-28,1,10,2,4
0,1,64,-28,1,14,2,4
0,1,64,-28,1,18,2,4
0,1,64,-28,1,22,2,4
0,1,64,-28,1,26,2,4
0,1,64,-28,1,30,2,4
0,1,64,-28,1,34,2,4
0,1,64,-28,1,38,2,4
0,1,64,-28,1,42,2,4
0,1,64,-28,1,46,2,4
0,1,64,-28,1,50,2,4
0,1,64,-28,1,54,2,4
0,1,64,-28,1,58,2,4
0,1,64,-28,1,62,2,4
0,1,64,-28,1,66,2,4
1,0,64,-28,1,66,2,4
0,0,64,-28,0,0,2,4
0,0,64,-28,0,0,2,4
0,0,64,-28,1,0,2,4
0,1,86,66,1,0,72,7
0,1,86,66,1,0,72,7
0,1,86,66,1,72,72,7
0,1,86,66,1,79,72,7
0,1,86,66,1,86,72,7
0,1,86,66,1,93,72,7
1,0,86,66,1,93,72,7
0,0,86,66,0,0,72,7
0,0,86,66,0,0,72,7
0,0,86,66,1,0,72,7
0,1,6,-61,1,0,-28,-4
0,1,6,-61,1,0,-28,-4
0,1,6,-61,1,-28,-28,-4
0,1,6,-61,1,-32,-28,-4
0,1,6,-61,1,-36,-28,-4
0,1,6,-61,1,-40,-28,-4
0,1,6,-61,1,-44,-28,-4
0,1,6,-61,1,-48,-28,-4
0,1,6,-61,1,-52,-28,-4
0,1,6,-61,1,-56,-28,-4
0,1,6,-61,1,-60,-28,-4
0,1,6,-61,1,-64,-28,-4
1,0,6,-61,1,-64,-28,-4
0,0,6,-61,0,0,-28,-4
0,0,6,-61,0,0,-28,-4
0,0,6,-61,1,0,-28,-4
0,1,25,-72,1,0,-48,-2
0,1,25,-72,1,0,-48,-2
0,1,25,-72,1,-48,-48,-2
0,1,25,-72,1,-50,-48,-2
0,1,25,-72,1,-52,-48,-2
0,1,25,-72,1,-54,-48,-2
0,1,25,-72,1,-56,-48,-2
0,1,25,-72,1,-58,-48,-2
0,1,25,-72,1,-60,-48,-2
0,1,25,-72,1,-62,-48,-2
0,1,25,-72,1,-64,-48,-2
0,1,25,-72,1,-66,-48,-2
0,1,25,-72,1,-68,-48,-2
0,1,25,-72,1,-70,-48,-2
0,1,25,-72,1,-72,-48,-2
0,1,25,-72,1,-74,-48,-2
1,0,25,-72,1,-74,-48,-2
0,0,25,-72,0,0,-48,-2
0,0,25,-72,0,0,-48,-2
0,0,25,-72,1,0,-48,-2
0,1,28,-97,1,0,-94,-5
0,1,28,-97,1,0,-94,-5
0,1,28,-97,1,-94,-94,-5
0,1,28,-97,1,-99,-94,-5
1,0,28,-97,1,-99,-94,-5
0,0,28,-97,0,0,-94,-5
0,0,28,-97,0,0,-94,-5
0,0,28,-97,1,0,-94,-5
0,1,77,-18,1,0,33,7
0,1,77,-18,1,0,33,7
0,1,77,-18,1,33,33,7
0,1,77,-18,1,40,33,7
0,1,77,-18,1,47,33,7
0,1,77,-18,1,54,33,7
0,1,77,-18,1,61,33,7
0,1,77,-18,1,68,33,7
0,1,77,-18,1,75,33,7
0,1,77,-18,1,82,33,7
1,0,77,-18,1,82,33,7
0,0,77,-18,0,0,33,7
0,0,77,-18,0,0,33,7
0,0,77,-18,1,0,33,7
0,1,-19,-73,1,0,-34,-7
0,1,-19,-73,1,0,-34,-7
0,1,-19,-73,1,-34,-34,-7
0,1,-19,-73,1,-41,-34,-7
0,1,-19,-73,1,-48,-34,-7
0,1,-19,-73,1,-55,-34,-7
0,1,-19,-73,1,-62,-34,-7
0,1,-19,-73,1,-69,-34,-7
0,1,-19,-73,1,-76,-34,-7
1,0,-19,-73,1,-76,-34,-7
0,0,-19,-73,0,0,-34,-7
0,0,-19,-73,0,0,-34,-7
0,0,-19,-73,1,0,-34,-7
0,1,40,35,1,0,36,9
0,1,40,35,1,0,36,9
0,1,40,35,1,36,36,9
0,1,40,35,1,45,36,9
1,0,40,35,1,45,36,9
0,0,40,35,0,0,36,9
0,0,40,35,0,0,36,9
0,0,40,35,1,0,36,9
0,1,86,-84,1,0,1,10
0,1,86,-84,1,0,1,10
0,1,86,-84,1,1,1,10
0,1,86,-84,1,11,1,10
0,1,86,-84,1,21,1,10
0,1,86,-84,1,31,1,10
0,1,86,-84,1,41,1,10
0,1,86,-84,1,51,1,10
0,1,86,-84,1,61,1,10
0,1,86,-84,1,71,1,10
0,1,86,-84,1,81,1,10
0,1,86,-84,1,91,1,10
1,0,86,-84,1,91,1,10
0,0,86,-84,0,0,1,10
0,0,86,-84,0,0,1,10
0,0,86,-84,1,0,1,10
0,1,87,-12,1,0,-7,5
0,1,87,-12,1,0,-7,5
0,1,87,-12,1,-7,-7,5
0,1,87,-12,1,-2,-7,5
0,1,87,-12,1,3,-7,5
0,1,87,-12,1,8,-7,5
0,1,87,-12,1,13,-7,5
0,1,87,-12,1,18,-7,5
0,1,87,-12,1,23,-7,5
0,1,87,-12,1,28,-7,5
0,1,87,-12,1,33,-7,5
0,1,87,-12,1,38,-7,5
0,1,87,-12,1,43,-7,5
0,1,87,-12,1,48,-7,5
0,1,87,-12,1,53,-7,5
0,1,87,-12,1,58,-7,5
0,1,87,-12,1,63,-7,5
0,1,87,-12,1,68,-7,5
0,1,87,-12,1,73,-7,5
0,1,87,-12,1,78,-7,5
0,1,87,-12,1,83,-7,5
0,1,87,-12,1,88,-7,5
1,0,87,-12,1,88,-7,5
0,0,87,-12,0,0,-7,5
0,0,87,-12,0,0,-7,5
0,0,87,-12,1,0,-7,5
0,1,-37,-43,1,0,-39,3
0,1,-37,-43,1,0,-39,3
0,1,-37,-43,1,-39,-39,3
0,1,-37,-43,1,-36,-39,3
1,0,-37,-43,1,-36,-39,3
0,0,-37,-43,0,0,-39,3
0,0,-37,-43,0,0,-39,3
0,0,-37,-43,1,0,-39,3
0,1,69,-84,1,0,-58,-3
0,1,69,-84,1,0,-58,-3
0,1,69,-84,1,-58,-58,-3
0,1,69,-84,1,-61,-58,-3
0,1,69,-84,1,-64,-58,-3
0,1,69,-84,1,-67,-58,-3
0,1,69,-84,1,-70,-58,-3
0,1,69,-84,1,-73,-58,-3
0,1,69,-84,1,-76,-58,-3
0,1,69,-84,1,-79,-58,-3
0,1,69,-84,1,-82,-58,-3
0,1,69,-84,1,-85,-58,-3
1,0,69,-84,1,-85,-58,-3
0,0,69,-84,0,0,-58,-3
0,0,69,-84,0,0,-58,-3
0,0,69,-84,1,0,-58,-3
0,1,18,-75,1,0,-22,9
0,1,18,-75,1,0,-22,9
0,1,18,-75,1,-22,-22,9
0,1,18,-75,1,-13,-22,9
0,1,18,-75,1,-4,-22,9
0,1,18,-75,1,5,-22,9
0,1,18,-75,1,14,-22,9
0,1,18,-75,1,23,-22,9
1,0,18,-75,1,23,-22,9
0,0,18,-75,0,0,-22,9
0,0,18,-75,0,0,-22,9
0,0,18,-75,1,0,-22,9
0,1,96,-79,1,0,58,-5
0,1,96,-79,1,0,58,-5
0,1,96,-79,1,58,58,-5
0,1,96,-79,1,53,58,-5
0,1,96,-79,1,48,58,-5
0,1,96,-79,1,43,58,-5
0,1,96,-79,1,38,58,-5
0,1,96,-79,1,33,58,-5
0,1,96,-79,1,28,58,-5
0,1,96,-79,1,23,58,-5
0,1,96,-79,1,18,58,-5
0,1,96,-79,1,13,58,-5
0,1,96,-79,1,8,58,-5
0,1,96,-79,1,3,58,-5
0,1,96,-79,1,-2,58,-5
0,1,96,-79,1,-7,58,-5
0,1,96,-79,1,-12,58,-5
0,1,96,-79,1,-17,58,-5
0,1,96,-79,1,-22,58,-5
0,1,96,-79,1,-27,58,-5
0,1,96,-79,1,-32,58,-5
0,1,96,-79,1,-37,58,-5
0,1,96,-79,1,-42,58,-5
0,1,96,-79,1,-47,58,-5
0,1,96,-79,1,-52,58,-5
0,1,96,-79,1,-57,58,-5
0,1,96,-79,1,-62,58,-5
0,1,96,-79,1,-67,58,-5
0,1,96,-79,1,-72,58,-5
0,1,96,-79,1,-77,58,-5
0,1,96,-79,1,-82,58,-5
1,0,96,-79,1,-82,58,-5
0,0,96,-79,0,0,58,-5
0,0,96,-79,0,0,58,-5
0,0,96,-79,1,0,58,-5
0,1,21,0,1,0,15,-1
0,1,21,0,1,0,15,-1
0,1,21,0,1,15,15,-1
0,1,21,0,1,14,15,-1
0,1,21,0,1,13,15,-1
0,1,21,0,1,12,15,-1
0,1,21,0,1,11,15,-1
0,1,21,0,1,10,15,-1
0,1,21,0,1,9,15,-1
0,1,21,0,1,8,15,-1
0,1,21,0,1,7,15,-1
0,1,21,0,1,6,15,-1
0,1,21,0,1,5,15,-1
0,1,21,0,1,4,15,-1
0,1,21,0,1,3,15,-1
0,1,21,0,1,2,15,-1
0,1,21,0,1,1,15,-1
0,1,21,0,1,0,15,-1
0,1,21,0,1,-1,15,-1
1,0,21,0,1,-1,15,-1
0,0,21,0,0,0,15,-1
0,0,21,0,0,0,15,-1
0,0,21,0,1,0,15,-1
0,1,42,-14,1,0,32,-8
0,1,42,-14,1,0,32,-8
0,1,42,-14,1,32,32,-8
0,1,42,-14,1,24,32,-8
0,1,42,-14,1,16,32,-8
0,1,42,-14,1,8,32,-8
0,1,42,-14,1,0,32,-8
0,1,42,-14,1,-8,32,-8
0,1,42,-14,1,-16,32,-8
1,0,42,-14,1,-16,32,-8
0,0,42,-14,0,0,32,-8
0,0,42,-14,0,0,32,-8
0,0,42,-14,1,0,32,-8
0,1,86,-56,1,0,76,4
0,1,86,-56,1,0,76,4
0,1,86,-56,1,76,76,4
0,1,86,-56,1,80,76,4
0,1,86,-56,1,84,76,4
0,1,86,-56,1,88,76,4
1,0,86,-56,1,88,76,4
0,0,86,-56,0,0,76,4
0,0,86,-56,0,0,76,4
0,0,86,-56,1,0,76,4
0,1,88,-36,1,0,52,-8
0,1,88,-36,1,0,52,-8
0,1,88,-36,1,52,52,-8
0,1,88,-36,1,44,52,-8
0,1,88,-36,1,36,52,-8
0,1,88,-36,1,28,52,-8
0,1,88,-36,1,20,52,-8
0,1,88,-36,1,12,52,-8
0,1,88,-36,1,4,52,-8
0,1,88,-36,1,-4,52,-8
0,1,88,-36,1,-12,52,-8
0,1,88,-36,1,-20,52,-8
0,1,88,-36,1,-28,52,-8
0,1,88,-36,1,-36,52,-8
0,1,88,-36,1,-44,52,-8
1,0,88,-36,1,-44,52,-8
0,0,88,-36,0,0,52,-8
0,0,88,-36,0,0,52,-8
0,0,88,-36,1,0,52,-8
0,1,33,-40,1,0,21,-1
0,1,33,-40,1,0,21,-1
0,1,33,-40,1,21,21,-1
0,1,33,-40,1,20,21,-1
0,1,33,-40,1,19,21,-1
0,1,33,-40,1,18,21,-1
0,1,33,-40,1,17,21,-1
0,1,33,-40,1,16,21,-1
0,1,33,-40,1,15,21,-1
0,1,33,-40,1,14,21,-1
0,1,33,-40,1,13,21,-1
0,1,33,-40,1,12,21,-1
0,1,33,-40,1,11,21,-1
0,1,33,-40,1,10,21,-1
0,1,33,-40,1,9,21,-1
0,1,33,-40,1,8,21,-1
0,1,33,-40,1,7,21,-1
0,1,33,-40,1,6,21,-1
0,1,33,-40,1,5,21,-1
0,1,33,-40,1,4,21,-1
0,1,33,-40,1,3,21,-1
0,1,33,-40,1,2,21,-1
0,1,33,-40,1,1,21,-1
0,1,33,-40,1,0,21,-1
0,1,33,-40,1,-1,21,-1
0,1,33,-40,1,-2,21,-1
0,1,33,-40,1,-3,21,-1
0,1,33,-40,1,-4,21,-1
0,1,33,-40,1,-5,21,-1
0,1,33,-40,1,-6,21,-1
0,1,33,-40,1,-7,21,-1
0,1,33,-40,1,-8,21,-1
0,1,33,-40,1,-9,21,-1
0,1,33,-40,1,-10,21,-1
0,1,33,-40,1,-11,21,-1
0,1,33,-40,1,-12,21,-1
0,1,33,-40,1,-13,21,-1
0,1,33,-40,1,-14,21,-1
0,1,33,-40,1,-15,21,-1
0,1,33,-40,1,-16,21,-1
0,1,33,-40,1,-17,21,-1
0,1,33,-40,1,-18,21,-1
0,1,33,-40,1,-19,21,-1
0,1,33,-40,1,-20,21,-1
0,1,33,-40,1,-21,21,-1
0,1,33,-40,1,-22,21,-1
0,1,33,-40,1,-23,21,-1
0,1,33,-40,1,-24,21,-1
0,1,33,-40,1,-25,21,-1
0,1,33,-40,1,-26,21,-1
0,1,33,-40,1,-27,21,-1
0,1,33,-40,1,-28,21,-1
0,1,33,-40,1,-29,21,-1
0,1,33,-40,1,-30,21,-1
0,1,33,-40,1,-31,21,-1
0,1,33,-40,1,-32,21,-1
0,1,33,-40,1,-33,21,-1
0,1,33,-40,1,-34,21,-1
0,1,33,-40,1,-35,21,-1
0,1,33,-40,1,-36,21,-1
0,1,33,-40,1,-37,21,-1
0,1,33,-40,1,-38,21,-1
0,1,33,-40,1,-39,21,-1
0,1,33,-40,1,-40,21,-1
0,1,33,-40,1,-41,21,-1
1,0,33,-40,1,-41,21,-1
0,0,33,-40,0,0,21,-1
0,0,33,-40,0,0,21,-1
0,0,33,-40,1,0,21,-1
0,1,-58,-95,1,0,-74,-5
0,1,-58,-95,1,0,-74,-5
0,1,-58,-95,1,-74,-74,-5
0,1,-58,-95,1,-79,-74,-5
0,1,-58,-95,1,-84,-74,-5
0,1,-58,-95,1,-89,-74,-5
0,1,-58,-95,1,-94,-74,-5
0,1,-58,-95,1,-99,-74,-5
1,0,-58,-95,1,-99,-74,-5
0,0,-58,-95,0,0,-74,-5
0,0,-58,-95,0,0,-74,-5
0,0,-58,-95,1,0,-74,-5
0,1,87,-61,1,0,48,-5
0,1,87,-61,1,0,48,-5
0,1,87,-61,1,48,48,-5
0,1,87,-61,1,43,48,-5
0,1,87,-61,1,38,48,-5
0,1,87,-61,1,33,48,-5
0,1,87,-61,1,28,48,-5
0,1,87,-61,1,23,48,-5
0,1,87,-61,1,18,48,-5
0,1,87,-61,1,13,48,-5
0,1,87,-61,1,8,48,-5
0,1,87,-61,1,3,48,-5
0,1,87,-61,1,-2,48,-5
0,1,87,-61,1,-7,48,-5
0,1,87,-61,1,-12,48,-5
0,1,87,-61,1,-17,48,-5
0,1,87,-61,1,-22,48,-5
0,1,87,-61,1,-27,48,-5
0,1,87,-61,1,-32,48,-5
0,1,87,-61,1,-37,48,-5
0,1,87,-61,1,-42,48,-5
0,1,87,-61,1,-47,48,-5
0,1,87,-61,1,-52,48,-5
0,1,87,-61,1,-57,48,-5
0,1,87,-61,1,-62,48,-5
1,0,87,-61,1,-62,48,-5
0,0,87,-61,0,0,48,-5
0,0,87,-61,0,0,48,-5
0,0,87,-61,1,0,48,-5
0,1,-61,-86,1,0,-75,1
0,1,-61,-86,1,0,-75,1
0,1,-61,-86,1,-75,-75,1
0,1,-61,-86,1,-74,-75,1
0,1,-61,-86,1,-73,-75,1
0,1,-61,-86,1,-72,-75,1
0,1,-61,-86,1,-71,-75,1
0,1,-61,-86,1,-70,-75,1
0,1,-61,-86,1,-69,-75,1
0,1,-61,-86,1,-68,-75,1
0,1,-61,-86,1,-67,-75,1
0,1,-61,-86,1,-66,-75,1
0,1,-61,-86,1,-65,-75,1
0,1,-61,-86,1,-64,-75,1
0,1,-61,-86,1,-63,-75,1
0,1,-61,-86,1,-62,-75,1
0,1,-61,-86,1,-61,-75,1
0,1,-61,-86,1,-60,-75,1
1,0,-61,-86,1,-60,-75,1
0,0,-61,-86,0,0,-75,1
0,0,-61,-86,0,0,-75,1
0,0,-61,-86,1,0,-75,1
0,1,98,-35,1,0,8,4
0,1,98,-35,1,0,8,4
0,1,98,-35,1,8,8,4
0,1,98,-35,1,12,8,4
0,1,98,-35,1,16,8,4
0,1,98,-35,1,20,8,4
0,1,98,-35,1,24,8,4
0,1,98,-35,1,28,8,4
0,1,98,-35,1,32,8,4
0,1,98,-35,1,36,8,4
0,1,98,-35,1,40,8,4
0,1,98,-35,1,44,8,4
0,1,98,-35,1,48,8,4
0,1,98,-35,1,52,8,4
0,1,98,-35,1,56,8,4
0,1,98,-35,1,60,8,4
0,1,98,-35,1,64,8,4
0,1,98,-35,1,68,8,4
0,1,98,-35,1,72,8,4
0,1,98,-35,1,76,8,4
0,1,98,-35,1,80,8,4
0,1,98,-35,1,84,8,4
0,1,98,-35,1,88,8,4
0,1,98,-35,1,92,8,4
0,1,98,-35,1,96,8,4
0,1,98,-35,1,100,8,4
1,0,98,-35,1,100,8,4
0,0,98,-35,0,0,8,4
0,0,98,-35,0,0,8,4
0,0,98,-35,1,0,8,4
0,1,-89,-98,1,0,-96,7
0,1,-89,-98,1,0,-96,7
0,1,-89,-98,1,-96,-96,7
0,1,-89,-98,1,-89,-96,7
0,1,-89,-98,1,-82,-96,7
1,0,-89,-98,1,-82,-96,7
0,0,-89,-98,0,0,-96,7
0,0,-89,-98,0,0,-96,7
0,0,-89,-98,1,0,-96,7
0,1,89,23,1,0,64,5
0,1,89,23,1,0,64,5
0,1,89,23,1,64,64,5
0,1,89,23,1,69,64,5
0,1,89,23,1,74,64,5
0,1,89,23,1,79,64,5
0,1,89,23,1,84,64,5
0,1,89,23,1,89,64,5
0,1,89,23,1,94,64,5
1,0,89,23,1,94,64,5
0,0,89,23,0,0,64,5
0,0,89,23,0,0,64,5
0,0,89,23,1,0,64,5
0,1,45,1,1,0,21,-9
0,1,45,1,1,0,21,-9
0,1,45,1,1,21,21,-9
0,1,45,1,1,12,21,-9
0,1,45,1,1,3,21,-9
0,1,45,1,1,-6,21,-9
1,0,45,1,1,-6,21,-9
0,0,45,1,0,0,21,-9
0,0,45,1,0,0,21,-9
0,0,45,1,1,0,21,-9
0,1,64,-61,1,0,-31,10
0,1,64,-61,1,0,-31,10
0,1,64,-61,1,-31,-31,10
0,1,64,-61,1,-21,-31,10
0,1,64,-61,1,-11,-31,10
0,1,64,-61,1,-1,-31,10
0,1,64,-61,1,9,-31,10
0,1,64,-61,1,19,-31,10
0,1,64,-61,1,29,-31,10
0,1,64,-61,1,39,-31,10
0,1,64,-61,1,49,-31,10
0,1,64,-61,1,59,-31,10
0,1,64,-61,1,69,-31,10
1,0,64,-61,1,69,-31,10
0,0,64,-61,0,0,-31,10
0,0,64,-61,0,0,-31,10
0,0,64,-61,1,0,-31,10
0,1,97,52,1,0,56,-1
0,1,97,52,1,0,56,-1
0,1,97,52,1,56,56,-1
0,1,97,52,1,55,56,-1
0,1,97,52,1,54,56,-1
0,1,97,52,1,53,56,-1
0,1,97,52,1,52,56,-1
0,1,97,52,1,51,56,-1
1,0,97,52,1,51,56,-1
0,0,97,52,0,0,56,-1
0,0,97,52,0,0,56,-1
0,0,97,52,1,0,56,-1
0,1,42,-74,1,0,-57,-10
0,1,42,-74,1,0,-57,-10
0,1,42,-74,1,-57,-57,-10
0,1,42,-74,1,-67,-57,-10
0,1,42,-74,1,-77,-57,-10
1,0,42,-74,1,-77,-57,-10
0,0,42,-74,0,0,-57,-10
0,0,42,-74,0,0,-57,-10
0,0,42,-74,1,0,-57,-10
0,1,43,-74,1,0,13,-9
0,1,43,-74,1,0,13,-9
0,1,43,-74,1,13,13,-9
0,1,43,-74,1,4,13,-9
0,1,43,-74,1,-5,13,-9
0,1,43,-74,1,-14,13,-9
0,1,43,-74,1,-23,13,-9
0,1,43,-74,1,-32,13,-9
0,1,43,-74,1,-41,13,-9
0,1,43,-74,1,-50,13,-9
0,1,43,-74,1,-59,13,-9
0,1,43,-74,1,-68,13,-9
0,1,43,-74,1,-77,13,-9
1,0,43,-74,1,-77,13,-9
0,0,43,-74,0,0,13,-9
0,0,43,-74,0,0,13,-9
0,0,43,-74,1,0,13,-9
0,1,40,-79,1,0,24,-10
0,1,40,-79,1,0,24,-10
0,1,40,-79,1,24,24,-10
0,1,40,-79,1,14,24,-10
0,1,40,-79,1,4,24,-10
0,1,40,-79,1,-6,24,-10
0,1,40,-79,1,-16,24,-10
0,1,40,-79,1,-26,24,-10
0,1,40,-79,1,-36,24,-10
0,1,40,-79,1,-46,24,-10
0,1,40,-79,1,-56,24,-10
0,1,40,-79,1,-66,24,-10
0,1,40,-79,1,-76,24,-10
0,1,40,-79,1,-86,24,-10
1,0,40,-79,1,-86,24,-10
0,0,40,-79,0,0,24,-10
0,0,40,-79,0,0,24,-10
0,0,40,-79,1,0,24,-10
0,1,87,85,1,0,86,-10
0,1,87,85,1,0,86,-10
0,1,87,85,1,86,86,-10
0,1,87,85,1,76,86,-10
1,0,87,85,1,76,86,-10
0,0,87,85,0,0,86,-10
